id,outlet,outlet_id,category,bias_label,source_type,title,summary,link,published,author,outlet_weight,baseline_expected_hype,full_text,subjectivity_score,superlative_density,clickbait_syntax,vague_authority_score,unsubstantiated_score,ner_count,entities,hype_score,hype_tier,is_flagged
yahoo_finance_0050,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Palantir Technologies Gains 8% Following Major Government Defense Contract Renewal,"Palantir secured a $480 million Pentagon software expansion, bolstering commercial enterprise momentum and driving retail trading volume.",https://example.com/yahoo_finance/yahoo_finance_0050,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.39,,0.2,0.0,0.0,0.0,0.0,2,"['Following Major Government Defense Contract Renewal', 'Palantir Technologies Gains']",0.051,Low Hype (Objective / Wire),False
yahoo_finance_0051,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Housing Market Freeze: Mortgages Rates Hover at 6.5% as Buyers and Sellers Clash,"Existing home sales contracted 1.2% in June as locked-in low mortgage rates discourage current owners from listing, preserving tight inventory.",https://example.com/yahoo_finance/yahoo_finance_0051,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.35,,0.3286,0.0,0.0,0.0,0.0,3,"['Housing Market Freeze', 'Mortgages Rates Hover', 'Sellers Clash']",0.0838,Low Hype (Objective / Wire),False
yahoo_finance_0052,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Could This Under-the-Radar Quantum Computing Stock Surge 500% by 2028?,Speculative growth investors are watching early-stage hardware players as quantum algorithms approach practical commercial utility in chemistry.,https://example.com/yahoo_finance/yahoo_finance_0052,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.68,,0.0,0.0,0.0,0.0,0.0,2,"['Could This Under', 'Radar Quantum Computing Stock Surge']",0.0,Low Hype (Objective / Wire),False
yahoo_finance_0053,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Warren Buffett's Berkshire Hathaway Sells Half Its Apple Stake: What Should You Do?,"The Oracle of Omaha raised Berkshire's cash pile to a record $277 billion, sparking widespread debate on equity valuations and consumer tech demand.",https://example.com/yahoo_finance/yahoo_finance_0053,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.44,,0.1667,0.0,0.0,0.0,0.0,4,"['APPLE', 'Berkshire Hathaway Sells Half Its Apple Stake', 'Warren Buffett', 'What Should You Do']",0.0425,Low Hype (Objective / Wire),False
yahoo_finance_0054,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Amazon AWS Operating Margins Surge as Cost Optimization Phase Concludes,"Cloud revenue grew 19% year-over-year with operating margins expanding to 38%, underscoring cloud operational efficiency and custom chip deployment.",https://example.com/yahoo_finance/yahoo_finance_0054,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.28,,0.0,0.0,0.035,0.0,0.0,3,"['AMAZON', 'Cost Optimization Phase Concludes', 'Operating Margins Surge']",0.0071,Low Hype (Objective / Wire),False
yahoo_finance_0055,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,"Is Bitcoin Headed to $100,000 or $40,000? Top Crypto Analysts Battle It Out","Bull and bear cases clash following the Bitcoin halving event, with ETF inflows driving institutional liquidity while macro uncertainty lingers.",https://example.com/yahoo_finance/yahoo_finance_0055,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.58,,0.3,0.0,0.0,0.0,0.0,3,"['BITCOIN', 'Is Bitcoin Headed', 'Top Crypto Analysts Battle It Out']",0.0765,Low Hype (Objective / Wire),False
yahoo_finance_0056,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Retail Traders Pour Millions Into Meme Stock Comeback as Volatility Spikes,"Social media forums drove renewed call option volume in heavily shorted retail names, causing sharp intraday price swings and trading halts.",https://example.com/yahoo_finance/yahoo_finance_0056,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.65,,0.4389,0.0,0.0,0.0,0.85,2,"['Retail Traders Pour Millions Into Meme Stock Comeback', 'Volatility Spikes']",0.242,Low Hype (Objective / Wire),False
yahoo_finance_0057,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Treasury Yield Curve Inversion Deepens: History Says Recession Watch Is On,"The 2-year and 10-year Treasury yield curve spread remains negative, historically serving as a leading indicator of macroeconomic deceleration.",https://example.com/yahoo_finance/yahoo_finance_0057,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.33,,0.2,0.0,0.0,0.0,0.85,3,"['History Says Recession Watch Is On', 'TREASURY', 'Treasury Yield Curve Inversion Deepens']",0.181,Low Hype (Objective / Wire),False
yahoo_finance_0058,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,5 Top Artificial Intelligence ETFs for Tech Investors Looking to Diversify,"An examination of expense ratios, underlying semiconductor weightings, and thematic robotics exposure across leading tech ETF offerings.",https://example.com/yahoo_finance/yahoo_finance_0058,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.36,,0.5,0.0,0.0,0.0,0.85,2,"['Tech Investors Looking', 'Top Artificial Intelligence']",0.2576,Moderate Buzz,False
yahoo_finance_0059,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,SoFi Technologies Jumps as Personal Loan Volume and Banking Deposits Expand,The digital bank reported adjusted net revenue growth of 20% alongside accelerating deposit growth and expanding net interest margins.,https://example.com/yahoo_finance/yahoo_finance_0059,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.32,,0.075,0.0,0.0,0.0,0.0,3,"['Banking Deposits Expand', 'Personal Loan Volume', 'Technologies Jumps']",0.0191,Low Hype (Objective / Wire),False
yahoo_finance_0060,Yahoo Finance,yahoo_finance,Retail Finance,Retail Aggregator,rss,Is Intel's Foundry Turnaround Realistic? Analysts Weigh Multi-Billion Subsidies,"With CHIPS Act financing confirmed, Wall Street debates whether Intel's manufacturing division can successfully win external high-volume fab clients.",https://example.com/yahoo_finance/yahoo_finance_0060,2026-09-10T12:00:00Z,Yahoo Finance Staff,1.1,0.37,,0.4583,0.0,0.0,0.0,0.85,7,"['Analysts Weigh Multi', 'Billion Subsidies', 'Foundry Turnaround Realistic', 'INTEL', 'Is Intel', 'WALL STREET', 'Wall Street']",0.2469,Low Hype (Objective / Wire),False
techcrunch_ai_0061,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,This Stealth AI Startup Just Raised $200M to Build the Ultimate Foundation Model,Ex-DeepMind researchers launched a revolutionary new architecture that promises to completely disrupt transformers and solve AGI forever!,https://example.com/techcrunch_ai/techcrunch_ai_0061,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.85,,0.6182,1.0,0.1342,0.0,0.0,3,"['DEEPMIND', 'Startup Just Raised', 'Ultimate Foundation Model']",0.4573,Moderate Buzz,False
techcrunch_ai_0062,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,YC Demo Day Highlights: 85% of New Startups Are Autonomous AI Agent Platforms,Founders claim their autonomous agent swarms will replace human engineering teams and revolutionize software development within six months.,https://example.com/techcrunch_ai/techcrunch_ai_0062,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.78,,0.4886,0.0,0.0583,0.0,0.0,3,"['Agent Platforms', 'Demo Day Highlights', 'New Startups Are Autonomous']",0.1418,Low Hype (Objective / Wire),False
techcrunch_ai_0063,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Venture Capitalists Are Pouring Billions Into Generative Video: The Next Trillion-Dollar Frontier,"Prominent venture partners predict Hollywood will be completely automated by generative diffusion models, creating a paradigm shift in entertainment.",https://example.com/techcrunch_ai/techcrunch_ai_0063,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.81,,0.4667,1.0,0.0,0.0,0.85,2,"['Dollar Frontier', 'Venture Capitalists Are Pouring Billions Into Generative Video']",0.5238,High Hype / Sensational,True
techcrunch_ai_0064,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,"Anthropic Unveils Claude 3.5 Sonnet Artifacts, Challenging Coding Benchmarks","The new frontier model achieves 92.0% on HumanEval, introducing an interactive UI for real-time frontend generation and code execution.",https://example.com/techcrunch_ai/techcrunch_ai_0064,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.45,,0.7273,0.0,0.0,0.0,0.0,4,"['ANTHROPIC', 'Anthropic Unveils Claude', 'Challenging Coding Benchmarks', 'Sonnet Artifacts']",0.1927,Low Hype (Objective / Wire),False
techcrunch_ai_0065,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Why 'Vibe Coding' and Autonomous Workflows Are Replacing Traditional Software Engineering,"Silicon Valley luminaries claim natural language is the only programming language left, promising unprecedented developer productivity gains.",https://example.com/techcrunch_ai/techcrunch_ai_0065,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.72,,0.6071,1.0,0.0,0.0,0.85,3,"['Autonomous Workflows Are Replacing Traditional Software Engineering', 'Silicon Valley', 'Vibe Coding']",0.561,High Hype / Sensational,True
techcrunch_ai_0066,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Mistral AI Launches Lightweight Open-Weight Models for On-Device Inference,The French AI unicorn released compact Apache 2.0 licensed models optimized for running locally on consumer laptops and edge hardware.,https://example.com/techcrunch_ai/techcrunch_ai_0066,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.3,,0.0,0.0,0.0318,0.0,0.85,4,"['Device Inference', 'Launches Lightweight Open', 'MISTRAL', 'Weight Models']",0.1419,Low Hype (Objective / Wire),False
techcrunch_ai_0067,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Is the Generative AI ROI Bubble About to Burst? Early Enterprise Customers Push Back,"Corporate IT leaders report skepticism over subscription seat pricing, noting high proof-of-concept churn rates and hallucination risks.",https://example.com/techcrunch_ai/techcrunch_ai_0067,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.48,,0.21,0.0,0.05,0.0,0.85,2,"['Bubble About', 'Early Enterprise Customers Push Back']",0.2014,Low Hype (Objective / Wire),False
techcrunch_ai_0068,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Robotics Startup Figure AI Deploys Humanoid Workers in Automotive Assembly Plants,Humanoid robots powered by multimodal neural networks completed initial autonomous bin-picking tasks at BMW's Spartanburg manufacturing facility.,https://example.com/techcrunch_ai/techcrunch_ai_0068,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.52,,0.35,0.0,0.0318,0.0,0.85,3,"['Automotive Assembly Plants', 'Deploys Humanoid Workers', 'Robotics Startup Figure']",0.2346,Low Hype (Objective / Wire),False
techcrunch_ai_0069,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Open-Source AI Communities Outpace Proprietary Labs on Fine-Tuning Efficiency,Researchers show low-rank adaptation (LoRA) and quantized architectures allow single-GPU training runs that rival massive proprietary clusters.,https://example.com/techcrunch_ai/techcrunch_ai_0069,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.34,,1.0,0.0,0.0318,0.0,0.85,2,"['Communities Outpace Proprietary Labs', 'Tuning Efficiency']",0.4069,Moderate Buzz,False
techcrunch_ai_0070,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Startup Claims Its Revolutionary AI Architecture Uses 99% Less Electricity,"Founders say their biologically inspired neuromorphic chip will eradicate AI data center power bottlenecks overnight, shocking competitors.",https://example.com/techcrunch_ai/techcrunch_ai_0070,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.83,,0.3889,1.0,0.0389,0.0,0.0,3,"['Architecture Uses', 'Less Electricity', 'Startup Claims Its Revolutionary']",0.3763,Moderate Buzz,False
techcrunch_ai_0071,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Google DeepMind Introduces AlphaFold 3: Modeling All Molecules of Life,"The landmark research paper expands biological prediction from protein structures to DNA, RNA, ligands, and complex chemical modifications.",https://example.com/techcrunch_ai/techcrunch_ai_0071,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.22,,0.4,0.0,0.0,0.0,0.85,3,"['DEEPMIND', 'GOOGLE', 'Modeling All Molecules']",0.2412,Low Hype (Objective / Wire),False
techcrunch_ai_0072,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,The Autonomous AI Agent Hype Cycle: Are We Chasing Science Fiction?,"Industry veteran engineers dissect the reality behind autonomous agents, showing reliable multi-step task completion remains elusive in production.",https://example.com/techcrunch_ai/techcrunch_ai_0072,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.41,,0.525,0.0,0.0318,0.0,0.85,2,"['Agent Hype Cycle', 'Are We Chasing Science Fiction']",0.281,Moderate Buzz,False
techcrunch_ai_0073,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,AI Chip Startup Enters Unicorn Club With $1.5B Valuation on Next-Gen Silicon,"Backers claim their custom tensor accelerator delivers 10x throughput over industry standards, promising to break Nvidia's monopoly.",https://example.com/techcrunch_ai/techcrunch_ai_0073,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.77,,0.5,0.0,0.0292,0.0,0.0,3,"['Chip Startup Enters Unicorn Club With', 'Gen Silicon', 'NVIDIA']",0.1387,Low Hype (Objective / Wire),False
techcrunch_ai_0074,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Databricks Acquires Open-Source Data Management Startup for $100M,The deal bolsters enterprise tabular intelligence and governance tools for enterprise clients managing enterprise data lakes.,https://example.com/techcrunch_ai/techcrunch_ai_0074,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.26,,0.0,0.0,0.0,0.0,0.0,2,"['Databricks Acquires Open', 'Source Data Management Startup']",0.0,Low Hype (Objective / Wire),False
techcrunch_ai_0075,TechCrunch AI & Startups,techcrunch_ai,Tech Startups,Venture Hype Cycle,rss,Synthetic Data Startups Surge as Frontier Model Training Hits the Human Data Wall,"With public internet scrapable text largely exhausted, AI labs are betting billions on synthetic mathematical and reasoning datasets.",https://example.com/techcrunch_ai/techcrunch_ai_0075,2026-09-10T12:00:00Z,TechCrunch AI & Startups Staff,1.3,0.54,,0.2167,0.0,0.0,0.0,0.85,3,"['Frontier Model Training Hits', 'Human Data Wall', 'Synthetic Data Startups Surge']",0.1926,Low Hype (Objective / Wire),False
the_verge_0076,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,The AI Hype Machine Is Selling Us a Sci-Fi Dream That Doesn't Work Yet,"From broken AI pins to glitchy smart glasses, tech executives are hyping unfinished prototypes as revolutionary breakthroughs.",https://example.com/the_verge/the_verge_0076,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.62,,0.5214,1.0,0.025,0.0,0.85,3,"['Fi Dream That Doesn', 'Hype Machine Is Selling Us', 'Work Yet']",0.5129,High Hype / Sensational,True
the_verge_0077,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,"Apple Intelligence Hands-On: Modest Quality-of-Life Tools, Not a Sci-Fi Revolution","Apple's on-device writing tools and notification summaries are practical, but anyone expecting a sentient assistant will be sorely disappointed.",https://example.com/the_verge/the_verge_0077,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.42,,0.825,0.0,0.0,0.0,0.85,5,"['APPLE', 'Apple Intelligence Hands', 'Fi Revolution', 'Life Tools', 'Modest Quality']",0.3337,Moderate Buzz,False
the_verge_0078,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Humane AI Pin and Rabbit R1 Disasters Prove Dedicated AI Gadgets Are Premature,"Hardware teardowns and field reviews reveal why smartphone apps still crush slow, overheating, voice-only wearable AI gadgets.",https://example.com/the_verge/the_verge_0078,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.55,,0.4,0.0,0.0583,0.0,0.85,2,"['Disasters Prove Dedicated', 'Gadgets Are Premature']",0.2392,Low Hype (Objective / Wire),False
the_verge_0079,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Microsoft Recalls Controversial Windows Copilot+ Recall Feature to Fix Security Flaws,"Following cybersecurity backlash over unencrypted screenshot storage, Microsoft postponed the wider rollout of its automated screen recording feature.",https://example.com/the_verge/the_verge_0079,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.35,,0.525,0.0,0.0,0.0,0.85,4,"['Fix Security Flaws', 'MICROSOFT', 'Microsoft Recalls Controversial Windows Copilot', 'Recall Feature']",0.2588,Moderate Buzz,False
the_verge_0080,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Google Search Is Overrun With AI Slop and Bogus SEO Spam,Users complain that search queries return generative spam and hallucinated answers advising people to put glue on pizza.,https://example.com/the_verge/the_verge_0080,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.58,,0.0,0.0,0.0636,0.0,0.85,2,"['GOOGLE', 'Google Search Is Overrun With']",0.1402,Low Hype (Objective / Wire),False
the_verge_0081,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Sony Announces PlayStation 5 Pro at $700: AI Upscaling Without a Disc Drive,"The high-end console upgrade introduces PSSR machine learning upscaling, but gamers question the steep price tag for marginal fidelity gains.",https://example.com/the_verge/the_verge_0081,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.38,,0.0,0.0,0.035,0.0,0.0,3,"['Disc Drive', 'Sony Announces', 'Upscaling Without']",0.007,Low Hype (Objective / Wire),False
the_verge_0082,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,EU Slaps Tech Giants With Massive Digital Markets Act Non-Compliance Inquiries,"European antitrust authorities target app store policies and default browser screens, demanding interoperability from ecosystem gatekeepers.",https://example.com/the_verge/the_verge_0082,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.28,,0.3333,0.0,0.0292,0.0,0.85,2,"['Compliance Inquiries', 'Slaps Tech Giants With Massive Digital Markets Act Non']",0.2167,Low Hype (Objective / Wire),False
the_verge_0083,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Tesla Cybertruck Owners Face Build Quality Woes and Recall Notices,Stainless steel panels and accelerator pedal covers draw regulatory scrutiny as consumer complaints highlight early manufacturing defects.,https://example.com/the_verge/the_verge_0083,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.45,,0.25,0.0,0.0,0.0,0.85,3,"['Recall Notices', 'TESLA', 'Tesla Cybertruck Owners Face Build Quality Woes']",0.19,Low Hype (Objective / Wire),False
the_verge_0084,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,"OpenAI's o1 Reasoning Model: Impressive at Math, Still Prone to Wild Hallucinations","Testing the chain-of-thought system reveals genuine breakthroughs in complex logic, but it still makes up confident falsehoods on basic trivia.",https://example.com/the_verge/the_verge_0084,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.39,,0.5431,0.0,0.0,0.0,0.85,4,"['OPENAI', 'Reasoning Model', 'Still Prone', 'Wild Hallucinations']",0.2633,Moderate Buzz,False
the_verge_0085,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Why Every Single Tech Company Is Forcing an AI Assistant Down Your Throat,"Whether you're shopping for groceries or formatting a spreadsheet, venture-backed companies are shoehorning chatbots nobody asked for.",https://example.com/the_verge/the_verge_0085,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.64,,0.2516,0.0,0.0269,0.0,0.85,1,['Assistant Down Your Throat'],0.1958,Low Hype (Objective / Wire),False
the_verge_0086,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Bluesky and Mastodon Surge as Users Flee Commercial Social Media Algorithmic Feeds,"Decentralized social networking protocols gain traction among journalists and tech enthusiasts seeking open, non-monetized community platforms.",https://example.com/the_verge/the_verge_0086,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.36,,0.1583,0.0,0.0,0.0,0.85,2,"['Mastodon Surge', 'Users Flee Commercial Social Media Algorithmic Feeds']",0.1671,Low Hype (Objective / Wire),False
the_verge_0087,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,The Electric Vehicle Charging Infrastructure Nightmare Still Isn't Fixed,"Broken CCS plugs, confusing billing apps, and slow maintenance continue to plague road trippers outside of Tesla's Supercharger network.",https://example.com/the_verge/the_verge_0087,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.48,,0.29,0.0,0.0,0.0,0.85,1,['TESLA'],0.2,Low Hype (Objective / Wire),False
the_verge_0088,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Steam Deck OLED Review: The Best Portable Gaming Hardware Gets Even Better,"Valve's mid-cycle hardware refresh delivers gorgeous color contrast, substantially longer battery longevity, and cooler thermals.",https://example.com/the_verge/the_verge_0088,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.25,,0.5667,0.0,0.0292,0.0,0.85,1,['Steam Deck'],0.275,Moderate Buzz,False
the_verge_0089,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Spotify Raises Subscription Prices Again While Pushing Video Podcasts and Audiobooks,The streaming audio giant increases standard monthly premiums to $11.99 in its ongoing effort to achieve sustainable operational profitability.,https://example.com/the_verge/the_verge_0089,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.22,,0.5,0.0,0.0,0.0,0.0,1,['Spotify Raises Subscription Prices Again While Pushing Video Podcasts'],0.125,Low Hype (Objective / Wire),False
the_verge_0090,The Verge Tech,the_verge,Tech Journalism,Consumer Tech Critique,rss,Federal Trade Commission Takes Aim at Deceptive AI Marketing Claims and 'Fake Reviews',Regulators issue stern warnings to startups claiming miraculous artificial intelligence capabilities without verified scientific benchmarks.,https://example.com/the_verge/the_verge_0090,2026-09-10T12:00:00Z,The Verge Tech Staff,1.0,0.33,,1.0,0.0,0.0269,0.0,0.85,3,"['Fake Reviews', 'Federal Trade Commission Takes Aim', 'Marketing Claims']",0.3829,Moderate Buzz,False
coindesk_crypto_0091,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,"BITCOIN 100X MOONSHOT: Whales Accumulate as Analysts Predict $500,000 Supercycle!",Urgent alerts flash across on-chain trackers! Insiders say sovereign nations are secretly buying Bitcoin before a massive supply shock sends prices to the moon!,https://example.com/coindesk_crypto/coindesk_crypto_0091,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.94,,0.85,1.0,0.3438,0.0,0.0,3,"['Analysts Predict', 'BITCOIN', 'Whales Accumulate']",0.5738,High Hype / Sensational,True
coindesk_crypto_0092,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,Ethereum Layer-2 Gas Fees Drop 90% Following Dencun Upgrade Implementation,Blob transactions introduced in EIP-4844 have slashed average rollup transaction costs on Arbitrum and Base from $0.40 to less than $0.02.,https://example.com/coindesk_crypto/coindesk_crypto_0092,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.2,,0.3917,0.0,0.0,0.0,0.0,4,"['ETHEREUM', 'Ethereum Layer', 'Following Dencun Upgrade Implementation', 'Gas Fees Drop']",0.1058,Low Hype (Objective / Wire),False
coindesk_crypto_0093,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,"MEMECOIN MANIA: This Dog Coin Surged 5,000% Overnight—Is It the Next Dogecoin?","Speculative traders are pouring life savings into viral token contracts, driven by TikTok hype and influencers promising guaranteed wealth.",https://example.com/coindesk_crypto/coindesk_crypto_0093,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.93,,0.25,1.0,0.1083,0.0,0.0,2,"['Is It', 'Next Dogecoin']",0.3609,Moderate Buzz,False
coindesk_crypto_0094,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,Solana DeFi Total Value Locked Crosses $5 Billion Amid High-Throughput DEX Volume,"Daily decentralized exchange transactions on Solana briefly surpassed Ethereum mainnet, driven by fast settlement speeds and active automated market makers.",https://example.com/coindesk_crypto/coindesk_crypto_0094,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.35,,0.4567,0.0,0.0292,0.0,0.0,4,"['Billion Amid High', 'ETHEREUM', 'SOLANA', 'Total Value Locked Crosses']",0.1296,Low Hype (Objective / Wire),False
coindesk_crypto_0095,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,SEC Approves Spot Ethereum Exchange-Traded Funds for Public US Exchange Trading,"The Securities and Exchange Commission granted regulatory approval for eight spot ETH ETFs, opening direct regulated institutional capital access.",https://example.com/coindesk_crypto/coindesk_crypto_0095,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.18,,0.3556,0.0,0.0292,0.0,0.85,7,"['Approves Spot Ethereum Exchange', 'ETH', 'ETHEREUM', 'Exchange Commission', 'Exchange Trading', 'SEC', 'Traded Funds']",0.24,Low Hype (Objective / Wire),False
coindesk_crypto_0096,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,MASSIVE BLOODBATH: $800 Million Liquidated in Hours as Crypto Market Crashes!,"Overleveraged derivative positions were wiped out in a sudden cascade, leaving retail day traders reeling from violent 15% flash dips.",https://example.com/coindesk_crypto/coindesk_crypto_0096,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.88,,0.8333,1.0,0.175,0.0,0.0,2,"['Crypto Market Crashes', 'Million Liquidated']",0.5328,High Hype / Sensational,True
coindesk_crypto_0097,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,Top Crypto Trader Who Predicted 2021 Peak Issues Urgent Warning: 'Get Ready to Dump!',"Insiders warn of an impending macroeconomic collapse that will wipe out alternative tokens, claiming only stablecoins will survive the coming winter.",https://example.com/coindesk_crypto/coindesk_crypto_0097,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.87,,0.6667,1.0,0.355,0.0,0.85,3,"['Get Ready', 'Peak Issues Urgent Warning', 'Top Crypto Trader Who Predicted']",0.6644,High Hype / Sensational,True
coindesk_crypto_0098,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,Tether Reports $5.2 Billion Net Profit in First Half of 2026 Backed by US Treasuries,"The USDT stablecoin issuer disclosed $97 billion in direct US Treasury holdings, generating record interest yield while market capitalization hit $118 billion.",https://example.com/coindesk_crypto/coindesk_crypto_0098,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.21,,0.225,0.0,0.0269,0.0,0.0,6,"['Billion Net Profit', 'First Half', 'TETHER', 'TREASURY', 'Tether Reports', 'USDT']",0.0666,Low Hype (Objective / Wire),False
coindesk_crypto_0099,CoinDesk Crypto News,coindesk_crypto,Crypto & Web3,Speculative Crypto,rss,DeFi Protocol Suffers $45 Million Flash-Loan Exploit Due to Price Oracle Manipulation,"Smart contract auditors identified an unchecked reentrancy vulnerability in an automated liquidity pool, leading to immediate token drainage.",https://example.com/coindesk_crypto/coindesk_crypto_0099,2026-09-10T12:00:00Z,CoinDesk Crypto News Staff,1.4,0.29,,0.5726,0.0,0.0,0.0,0.0,4,"['Loan Exploit Due', 'Million Flash', 'Price Oracle Manipulation', 'Protocol Suffers']",0.1546,Low Hype (Objective / Wire),False
